name.length,age,nationality,sex,school
17,18.65,Mexico,female,EN
24,24.20,Mexico,male,EN
20,23.11,Mexico,male,EN
19,22.08,Mexico,male,EN
30,21.17,Mexico,male,EN
25,23.14,Mexico,male,EN
30,21.80,Mexico,male,EN
29,21.27,Mexico,male,EN
19,20.51,Mexico,male,EN
28,20.56,Mexico,male,EN
24,21.19,Mexico,male,EN
23,20.42,Mexico,female,EN
31,21.07,Mexico,male,EN
17,19.63,Mexico,female,EN
26,18.69,Mexico,female,EN
17,20.36,Mexico,male,EN
18,19.96,Mexico,female,EN
26,22.52,South America,male,EN
25,18.25,Mexico,female,EN
15,20.18,Mexico,male,EN
19,19.64,Mexico,male,EN
12,20.87,Mexico,male,EN
31,23.94,Mexico,male,EN
23,20.39,Mexico,male,EN
23,19.93,Mexico,female,EN
26,19.44,Mexico,female,EN
21,20.06,Mexico,male,EN
30,19.65,Mexico,female,EN
26,20.05,Mexico,male,EN
29,19.32,Mexico,female,EN
20,19.40,Mexico,male,EN
29,19.55,Mexico,male,EN
20,19.88,South America,male,EN
21,19.97,Mexico,male,EN
30,20.00,Mexico,female,EN
24,19.57,Mexico,male,EN
21,19.92,Mexico,male,EN
27,21.71,Mexico,male,EN
24,21.00,Mexico,male,EN
23,20.43,Mexico,male,EN
24,20.29,North America,female,EN
27,21.02,Mexico,female,EN
22,19.99,Mexico,male,EN
21,20.35,Mexico,male,EN
22,21.93,North America,male,EN
21,19.81,Mexico,male,EN
26,20.44,Mexico,male,EN
20,19.33,Mexico,male,EN
22,19.89,Mexico,male,EN
28,20.15,Mexico,male,EN
29,18.32,South America,male,EN
16,20.68,Mexico,male,EN
25,18.62,Mexico,male,EN
18,19.21,Mexico,male,EN
14,19.35,Mexico,female,EN
26,25.67,Mexico,female,EN
20,18.82,South America,male,EN
28,18.45,Mexico,female,EN
25,20.23,Mexico,male,EN
24,19.19,South America,male,EN
17,20.19,Mexico,female,EN
17,19.55,Mexico,female,EN
23,19.03,South America,female,EN
19,18.23,Mexico,male,EN
22,19.38,Mexico,female,EN
16,19.11,South America,female,EN
28,18.54,Mexico,female,EN
34,17.89,Mexico,male,EN
25,18.52,Mexico,male,EN
26,18.97,Mexico,male,EN
26,18.86,Mexico,male,EN
14,18.71,Mexico,male,EN
26,19.30,North America,male,EN
24,19.07,Mexico,female,EN
25,19.65,Mexico,male,EN
25,17.77,Mexico,male,EN
28,18.44,South America,male,EN
20,19.05,Mexico,female,EN
23,17.82,Mexico,male,EN
22,21.00,Mexico,female,EN
18,19.29,South America,female,EN
23,19.52,South America,male,EN
23,20.00,Mexico,female,EN
20,18.64,Mexico,female,EN
21,19.36,Mexico,male,EN
23,19.11,Mexico,female,EN
19,18.57,Mexico,female,EN
31,18.71,Mexico,female,EN
23,18.84,Mexico,male,EN
21,18.66,Mexico,female,EN
29,19.71,Mexico,male,EN
24,18.45,Mexico,male,EN
26,19.24,Mexico,female,EN
20,18.56,Mexico,female,EN
24,18.35,Mexico,female,EN
26,21.99,Mexico,male,EN
26,18.92,Mexico,male,EN
20,19.52,Mexico,male,EN
25,18.83,Mexico,female,EN
26,18.24,Mexico,female,EN
21,19.72,Mexico,male,EN
16,18.36,Mexico,male,EN
30,20.11,Mexico,male,EN
21,18.12,Mexico,female,EN
21,18.24,Mexico,female,EN
23,19.86,South America,male,EN
25,18.61,Mexico,female,EN
18,18.59,Mexico,male,EN
22,18.71,Mexico,male,EN
23,19.18,Mexico,male,EN
19,18.57,Mexico,male,EN
20,18.96,Mexico,male,EN
24,18.93,Mexico,male,EN
18,19.55,South America,female,EN
21,18.81,Mexico,male,EN
17,17.80,North America,male,EN
24,18.15,Mexico,male,EN
25,18.48,Mexico,male,EN
24,18.32,Mexico,male,EN
20,19.67,Mexico,male,EN
20,18.48,Mexico,female,EN
15,19.61,Mexico,female,EN
18,19.05,Mexico,male,EN
26,18.64,Mexico,male,EN
26,18.77,Mexico,male,EN
25,18.87,Mexico,female,EN
23,18.03,Mexico,female,EN
22,19.00,Mexico,male,EN
26,18.63,Mexico,female,EN
21,20.40,Mexico,male,EN
18,18.20,Mexico,female,EN
22,18.75,Mexico,female,EN
29,18.08,Mexico,male,EN
26,18.94,South America,female,EN
26,19.26,Mexico,male,EN
22,19.09,South America,male,EN
19,18.98,Mexico,female,EN
28,18.69,Mexico,female,EN
24,19.34,South America,female,EN
21,18.83,Mexico,male,EN
18,19.01,Mexico,female,EN
17,18.77,Mexico,male,EN
28,19.24,South America,female,EN
25,18.80,South America,male,EN
26,19.05,Mexico,male,EN
21,19.50,Mexico,male,EN
23,19.91,South America,male,EN
19,18.70,Mexico,male,EN
17,19.92,Mexico,male,EN
23,18.24,Mexico,male,EN
23,19.19,Mexico,male,EN
19,19.34,Mexico,male,EN
24,18.04,South America,male,EN
24,19.73,Mexico,female,EN
31,18.92,Mexico,female,EN
18,18.89,Mexico,female,EN
21,19.21,Mexico,female,EN
18,18.94,Mexico,female,EN
25,19.03,Mexico,male,EN
23,18.84,Mexico,female,EN
24,18.43,Mexico,male,EN
20,19.91,Mexico,male,EN
18,18.95,South America,male,EN
24,18.61,Mexico,female,EN
23,18.16,Mexico,female,EN
17,20.34,Mexico,female,EN
15,18.44,Mexico,male,EN
16,18.52,Mexico,male,EN
17,18.71,Mexico,female,EN
23,18.38,Mexico,male,EN
19,18.17,Mexico,female,EN
26,18.86,Mexico,male,EN
15,18.63,North America,male,EN
24,19.91,Mexico,male,EN
22,19.03,Mexico,male,EN
20,20.48,Mexico,male,EN
19,18.90,Mexico,female,EN
19,18.81,Mexico,female,EN
31,19.74,Mexico,male,EN
25,19.65,Mexico,female,EN
20,18.73,Mexico,female,EN
22,18.84,Mexico,male,EN
27,19.41,Mexico,male,EN
22,19.33,Mexico,male,EN
28,18.54,Mexico,male,EN
23,19.07,Mexico,female,EN
26,20.03,Mexico,male,EN
19,19.21,Mexico,male,EN
18,17.97,Mexico,male,EN
25,18.64,Mexico,male,EN
25,18.56,Mexico,male,EN
21,20.59,Mexico,male,EN
21,20.02,South America,male,EN
26,21.49,Mexico,male,EN
25,20.47,Mexico,female,EN
26,19.71,South America,female,EN
22,18.53,Mexico,female,EN
20,18.98,South America,male,EN
21,19.77,Mexico,female,EN
28,19.16,Mexico,male,EN
18,18.56,Mexico,female,EN
17,19.54,Mexico,male,EN
28,19.82,Mexico,female,EN
17,18.40,South America,female,EN
27,19.31,South America,male,EN
22,17.51,Mexico,female,EN
21,17.69,South America,female,EN
21,19.12,Mexico,female,EN
27,18.23,Mexico,male,EN
21,20.18,Mexico,male,EN
25,19.17,South America,male,EN
16,18.52,Mexico,male,EN
20,19.39,Mexico,male,EN
25,18.50,Mexico,male,EN
20,18.52,Mexico,male,EN
21,18.25,Mexico,female,EN
21,19.74,Mexico,female,EN
18,18.77,Mexico,male,EN
21,18.36,Mexico,male,EN
19,18.96,Mexico,female,EN
23,19.30,Mexico,female,EN
25,18.82,Mexico,female,EN
29,19.26,Mexico,female,EN
21,19.03,Mexico,male,EN
30,20.09,Mexico,male,EN
20,19.82,Mexico,male,EN
18,19.23,Mexico,male,EN
18,20.06,Mexico,female,EN
27,19.74,Mexico,male,EN
26,36.42,Mexico,male,EN
18,19.64,Mexico,male,EN
18,20.11,Mexico,female,EN
27,18.02,Mexico,male,EN
27,19.08,Mexico,female,EN
28,18.69,Mexico,male,EN
23,19.21,Mexico,male,EN
21,19.56,Mexico,female,EN
27,18.74,Mexico,male,EN
30,18.18,Mexico,male,EN
24,18.56,North America,male,EN
23,19.43,Mexico,male,EN
26,19.03,Mexico,male,EN
24,17.49,Mexico,male,EN
22,17.82,Mexico,female,EN
29,19.01,South America,female,EN
27,18.90,Mexico,male,EN
17,18.09,Mexico,male,EN
26,19.58,Mexico,female,EN
25,19.77,Mexico,male,EN
25,19.26,South America,male,EN
29,18.58,Mexico,male,EN
17,19.77,Mexico,male,EN
20,18.35,Mexico,female,EN
21,18.72,Mexico,female,EN
22,18.55,Mexico,male,EN
23,18.72,Mexico,female,EN
16,19.01,Mexico,female,EN
19,18.88,South America,female,EN
26,18.27,Mexico,female,EN
29,19.87,South America,male,EN
23,19.34,Mexico,male,EN
24,18.43,Mexico,male,EN
31,19.20,Mexico,female,EN
25,18.68,Mexico,female,EN
20,19.18,Mexico,male,EN
27,18.44,Mexico,male,EN
30,18.95,Mexico,male,EN
27,17.55,Mexico,male,EN
23,19.90,Mexico,male,EN
24,18.79,South America,male,EN
27,17.82,Mexico,male,EN
23,18.58,Mexico,female,EN
25,18.52,Mexico,female,EN
23,20.04,Mexico,male,EN
25,21.08,Mexico,female,EN
24,18.03,Mexico,female,EN
19,17.48,Mexico,female,EN
21,18.13,Mexico,male,EN
24,18.00,Mexico,male,EN
22,18.70,South America,male,EN
21,18.48,Mexico,male,EN
22,19.04,Mexico,male,EN
17,18.85,Mexico,male,EN
25,18.19,Mexico,male,EN
27,19.14,Mexico,male,EN
20,18.62,Mexico,male,EN
17,20.08,Mexico,male,EN
25,18.57,Mexico,female,EN
31,18.68,Mexico,male,EN
23,18.75,Mexico,female,EN
27,17.15,Mexico,female,EN
22,18.59,Mexico,male,EN
20,19.49,Mexico,male,EN
27,18.59,Mexico,male,EN
23,19.03,Mexico,male,EN
15,19.59,Mexico,male,EN
22,19.33,Mexico,male,EN
17,17.19,Mexico,male,EN
20,19.17,Mexico,male,EN
27,18.26,Mexico,male,EN
19,18.83,Mexico,male,EN
16,19.63,Mexico,male,EN
26,18.19,Mexico,female,EN
18,18.53,Mexico,female,EN
26,19.62,Mexico,female,EN
28,17.66,Mexico,female,EN
21,19.87,Mexico,male,EN
23,19.79,Mexico,male,EN
18,19.52,Mexico,female,EN
28,17.17,Mexico,female,EN
21,21.56,Mexico,male,EN
24,19.92,Mexico,male,EN
20,18.98,North America,male,EN
26,19.10,Mexico,female,EN
21,20.40,Mexico,male,EN
18,17.54,Mexico,male,EN
24,18.27,Mexico,male,EN
14,19.38,Mexico,male,EN
19,20.88,Mexico,male,EN
25,19.11,Mexico,male,EN
21,18.41,Mexico,female,EN
21,19.08,Mexico,male,EN
19,19.34,Mexico,female,EN
22,19.01,Mexico,male,EN
20,18.26,Mexico,male,EN
18,18.60,Mexico,male,EN
23,18.44,Mexico,female,EN
23,18.84,South America,male,EN
22,19.55,Mexico,female,EN
32,18.52,Mexico,male,EN
22,17.40,Mexico,male,EN
23,18.87,Mexico,female,EN
19,19.44,Mexico,male,EN
19,19.13,Mexico,male,EN
27,18.18,Mexico,male,EN
19,19.03,Mexico,male,EN
17,19.05,Mexico,female,EN
21,18.57,Mexico,male,EN
32,17.17,Mexico,female,EN
26,18.85,Mexico,male,EN
24,17.76,Mexico,female,EN
18,19.29,Mexico,female,EN
21,19.47,South America,male,EN
24,18.57,Mexico,male,EN
20,19.66,Mexico,male,EN
25,20.65,South America,male,EN
20,20.13,Mexico,male,EN
22,19.74,South America,male,EN
27,17.82,North America,female,EN
18,18.78,Mexico,female,EN
18,18.83,Mexico,male,EN
23,19.07,Mexico,female,EN
30,19.75,Mexico,female,EN
18,18.97,Mexico,male,EN
24,19.12,Mexico,female,EN
28,19.75,Mexico,male,EN
26,19.32,Mexico,male,EN
26,19.55,Mexico,male,EN
22,17.72,North America,male,EN
22,18.55,Mexico,female,EN
22,17.99,Mexico,male,EN
21,17.98,Mexico,female,EN
26,18.50,Mexico,male,EN
25,19.41,Mexico,male,EN
23,22.52,Mexico,male,EN
24,19.21,Mexico,female,EN
19,18.94,Mexico,male,EN
22,19.83,Mexico,male,EN
21,18.72,Mexico,male,EN
22,18.25,Mexico,male,EN
32,20.53,Mexico,male,EN
18,18.70,Mexico,female,EN
24,19.19,Mexico,male,EN
23,18.60,Mexico,male,EN
24,19.34,Mexico,female,EN
22,17.17,Mexico,female,EN
26,18.51,Mexico,male,EN
18,18.93,Mexico,male,EN
27,18.94,Mexico,female,EN
24,18.19,Mexico,male,EN
16,18.10,Mexico,female,EN
19,21.09,Mexico,female,EN
29,18.57,Mexico,male,EN
17,19.01,Mexico,male,EN
28,19.70,South America,male,EN
26,19.81,Mexico,female,EN
30,20.59,Mexico,male,EN
19,19.20,South America,male,EN
21,18.89,Mexico,female,EN
24,19.73,South America,male,EN
24,18.90,South America,male,EN
22,19.90,Mexico,female,EN
19,18.86,Mexico,female,EN
23,19.67,Mexico,male,EN
18,18.94,Mexico,male,EN
20,17.56,Mexico,female,EN
21,18.96,Mexico,male,EN
20,19.14,Mexico,male,EN
20,19.32,North America,male,EN
24,19.16,South America,male,EN
26,19.54,Mexico,female,EN
20,18.14,Mexico,female,EN
27,18.86,Mexico,female,EN
16,18.48,North America,female,EN
29,19.83,Mexico,male,EN
23,19.42,Mexico,male,EN
26,18.35,Mexico,male,EN
26,19.56,Mexico,male,EN
24,19.38,Mexico,female,EN
19,21.51,Mexico,female,EN
29,19.36,South America,male,EN
26,18.31,Mexico,female,EN
22,19.22,Mexico,male,EN
26,19.32,Mexico,female,EN
24,18.86,Mexico,male,EN
28,18.82,Mexico,male,EN
32,18.79,North America,male,EN
25,18.75,Mexico,female,EN
28,19.49,South America,female,EN
22,20.57,Mexico,female,EN
19,19.05,Mexico,male,EN
18,18.89,Mexico,male,EN
25,19.80,Mexico,male,EN
25,19.37,Mexico,male,EN
33,19.04,Mexico,female,EN
24,19.21,Mexico,male,EN
25,18.27,Mexico,female,EN
14,19.03,Mexico,female,EN
28,18.97,Mexico,female,EN
22,19.72,Mexico,male,EN
15,18.56,Mexico,male,EN
27,19.22,Mexico,male,EN
18,17.52,Mexico,male,EN
26,19.21,North America,female,EN
20,25.77,Mexico,female,EN
19,19.75,Mexico,male,EN
28,18.59,Mexico,female,EN
29,18.98,Mexico,female,EN
19,18.62,Mexico,male,EN
20,18.87,Mexico,female,EN
22,19.64,Mexico,male,EN
28,18.76,Mexico,female,EN
23,18.49,Mexico,female,EN
15,18.80,Mexico,male,EN
26,23.00,Mexico,male,EN
33,18.82,Mexico,female,EN
24,18.62,Mexico,male,EN
30,19.09,Mexico,male,EN
23,18.94,Mexico,male,EN
18,18.89,Mexico,male,EN
25,18.93,Mexico,male,EN
20,18.90,Mexico,male,EN
22,17.35,Mexico,male,EN
26,17.49,Mexico,female,EN
30,18.11,Mexico,female,EN
19,18.05,Mexico,male,EN
25,18.41,North America,male,EN
23,19.35,Mexico,male,EN
21,18.84,Mexico,male,EN
28,20.09,Mexico,female,EN
27,18.68,South America,male,EN
23,19.40,Mexico,female,EN
22,18.06,Mexico,male,EN
25,18.80,Mexico,female,EN
28,19.06,Mexico,male,EN
24,19.10,Mexico,male,EN
23,23.47,Mexico,male,EN
24,18.38,Mexico,male,EN
26,18.46,Mexico,male,EN
27,19.04,Mexico,female,EN
20,19.24,Mexico,female,EN
28,21.93,Mexico,male,EN
24,19.12,Mexico,male,EN
24,18.61,Mexico,male,EN
24,18.04,Mexico,male,EN
19,19.85,Mexico,female,EN
26,South America,South America,male,EN
18,19.38,Mexico,male,EN
26,18.75,South America,male,EN
23,South America,South America,female,EN
29,18.77,Mexico,male,EN
26,18.31,Mexico,male,EN
27,South America,South America,male,EN
22,20.60,Mexico,male,EN
26,Mexico,Mexico,female,EN
25,Mexico,Mexico,male,EN
22,18.53,Mexico,male,EN
15,20.02,South America,male,EN
23,20.57,Mexico,male,EN
12,North America,North America,male,EN
20,Mexico,Mexico,female,EN
25,South America,South America,female,EN
23,South America,South America,male,EN
31,18.04,Mexico,male,EN
29,19.33,Mexico,male,EN
18,23.40,Mexico,male,EN
18,20.67,South America,female,EN
17,19.66,Mexico,male,EN
19,18.68,Mexico,female,EN
26,19.44,Mexico,male,EN
23,19.27,Mexico,male,EN
23,19.16,Mexico,female,EN
21,18.46,Mexico,female,EN
25,19.48,Mexico,male,EN
20,18.87,Mexico,male,EN
21,18.66,Mexico,female,EN
21,19.35,Mexico,male,EN
21,18.89,Mexico,male,EN
20,18.87,Mexico,female,EN
24,18.45,Mexico,male,EN
12,20.34,Europe,male,EN
26,20.04,Mexico,male,EN
21,20.31,Mexico,male,EN
23,20.43,Mexico,male,EN
20,21.00,Mexico,female,EN
16,18.47,Mexico,male,EN
26,19.30,Mexico,male,EN
21,19.44,Mexico,female,EN
22,19.19,Mexico,female,EN
20,19.44,Mexico,female,EN
19,19.73,Mexico,female,EN
21,19.13,Mexico,male,EN
23,19.68,Mexico,female,EN
18,18.90,Mexico,male,EN
22,19.01,Mexico,female,EN
23,19.68,Mexico,female,EN
21,19.30,Mexico,male,EN
17,19.81,Mexico,male,EN
27,19.32,Mexico,female,EN
24,19.88,Mexico,female,EN
25,19.24,Mexico,female,EN
29,19.18,Mexico,male,EN
20,18.46,Mexico,female,EN
17,19.70,Mexico,female,EN
15,18.64,Mexico,female,EN
27,18.83,Mexico,male,EN
18,19.83,Mexico,female,EN
27,19.39,Mexico,female,EN
21,18.92,Mexico,male,EN
21,19.47,Mexico,female,EN
19,19.69,Mexico,male,EN
20,18.84,Mexico,female,EN
25,18.46,Mexico,male,EN
17,19.31,Mexico,male,EN
24,19.19,Mexico,male,EN
26,19.87,Mexico,female,EN
26,19.43,Mexico,male,EN
29,19.28,Mexico,male,EN
18,19.04,Mexico,female,EN
16,19.36,Mexico,male,EN
27,19.01,Mexico,female,EN
25,19.01,Mexico,female,EN
26,19.43,Mexico,male,EN
17,19.50,Mexico,female,EN
21,18.39,Mexico,female,EN
22,19.76,Mexico,female,EN
24,19.01,Mexico,male,EN
23,19.78,Mexico,male,EN
18,18.42,Mexico,female,EN
22,18.40,Mexico,female,EN
19,24.29,Mexico,female,EN
17,20.88,Mexico,female,EN
16,20.94,Mexico,female,EN
23,20.24,Mexico,male,EN
29,19.30,Mexico,female,EN
21,20.13,Mexico,female,EN
21,20.43,Mexico,female,EN
27,20.19,Mexico,male,EN
23,20.43,Mexico,male,EN
30,19.50,Mexico,female,EN
20,21.00,Mexico,female,EN
21,19.61,Mexico,male,EN
24,20.85,Mexico,male,EN
26,19.33,Mexico,male,EN
20,19.13,Mexico,male,EN
17,19.85,Mexico,male,EN
20,19.84,Mexico,male,EN
26,18.57,Mexico,male,EN
28,19.78,Mexico,male,EN
17,19.42,Mexico,male,EN
23,19.38,Mexico,female,EN
19,18.59,Mexico,female,EN
22,19.43,Mexico,male,EN
23,19.54,Mexico,male,EN
24,18.23,Mexico,female,EN
21,20.05,Mexico,female,EN
14,19.94,Mexico,female,EN
31,18.65,Mexico,female,EN
23,19.33,Mexico,female,EN
21,19.22,Mexico,female,EN
26,18.83,Mexico,female,EN
23,19.00,Mexico,female,EN
21,19.81,Mexico,male,EN
32,18.39,Mexico,male,EN
17,18.74,Mexico,female,EN
22,18.50,Mexico,female,EN
19,18.19,Mexico,male,EN
21,19.41,Mexico,male,EN
20,18.67,Mexico,female,EN
24,19.13,Mexico,female,EN
21,18.87,Mexico,male,EN
31,18.42,Mexico,female,EN
21,19.26,Mexico,male,EN
24,18.55,Mexico,male,EN
26,19.98,Mexico,male,EN
25,19.42,Mexico,male,EN
22,18.53,Mexico,female,EN
23,19.08,Mexico,male,EN
20,18.61,Mexico,male,EN
22,19.33,Mexico,female,EN
28,18.98,Mexico,female,EN
19,18.28,Mexico,female,EN
18,19.72,Mexico,female,EN
18,18.95,Mexico,male,EN
28,19.42,Mexico,male,EN
25,19.26,Mexico,female,EN
19,19.74,Mexico,female,EN
30,19.20,Mexico,male,EN
15,19.40,Mexico,male,EN
26,18.65,Mexico,female,EN
27,19.95,Mexico,female,EN
25,19.67,Mexico,female,EN
25,19.59,Mexico,female,EN
21,19.72,Mexico,female,EN
21,19.03,Mexico,male,EN
21,18.61,Mexico,male,EN
23,21.11,Mexico,male,EN
17,19.05,North America,male,EN
19,19.46,Mexico,male,EN
26,19.64,Mexico,female,EN
20,19.76,Mexico,male,EN
21,20.01,Mexico,female,EN
21,19.28,Mexico,female,EN
21,19.22,Mexico,male,EN
20,18.41,Mexico,male,EN
18,19.04,Mexico,female,EN
20,18.76,Mexico,male,EN
23,18.83,Mexico,male,EN
22,18.34,Mexico,female,EN
26,20.17,Mexico,male,EN
21,20.04,Mexico,female,EN
18,22.27,Mexico,female,EN
21,22.07,Mexico,male,EN
18,21.26,Mexico,female,EN
20,21.43,Mexico,female,EN
23,21.47,Mexico,male,EN
25,19.45,Mexico,male,EN
35,19.19,Mexico,female,EN
20,20.27,Mexico,male,EN
29,19.76,Mexico,male,EN
22,20.45,Mexico,female,EN
21,19.41,Mexico,male,EN
17,19.28,Mexico,male,EN
22,19.79,Mexico,male,EN
18,20.21,Mexico,female,EN
24,21.59,Mexico,male,EN
20,19.71,Mexico,female,EN
28,18.40,Mexico,female,EN
19,18.57,Mexico,female,EN
29,18.80,Mexico,female,EN
18,18.97,Mexico,female,EN
29,19.92,Mexico,male,EN
21,19.01,Mexico,male,EN
25,18.34,Mexico,male,EN
21,19.15,Mexico,male,EN
19,18.35,Mexico,male,EN
28,18.44,Mexico,female,EN
26,19.24,Mexico,female,EN
20,18.95,Mexico,male,EN
19,19.08,Mexico,female,EN
23,18.85,Mexico,male,EN
23,18.42,Mexico,male,EN
26,18.19,Mexico,male,EN
25,19.36,Mexico,male,EN
25,19.30,Mexico,male,EN
30,19.17,Mexico,male,EN
25,18.67,Mexico,male,EN
30,18.55,Mexico,male,EN
17,18.29,Mexico,female,EN
25,19.28,Mexico,male,EN
28,18.98,Mexico,female,EN
29,18.48,Mexico,female,EN
24,18.52,Mexico,male,EN
16,18.71,Mexico,female,EN
19,18.67,Mexico,male,EN
26,20.04,Mexico,male,EN
20,19.39,Mexico,female,EN
19,19.07,Mexico,male,EN
19,19.16,Mexico,male,EN
21,19.83,Mexico,male,EN
21,19.23,Mexico,male,EN
23,18.56,Mexico,male,EN
36,19.39,Mexico,female,EN
21,18.98,Mexico,female,EN
23,19.24,Mexico,male,EN
24,18.47,Mexico,female,EN
21,19.44,Mexico,female,EN
19,18.77,Mexico,male,EN
31,18.46,Mexico,female,EN
19,19.23,South America,male,EN
18,19.22,Mexico,female,EN
21,18.69,Mexico,male,EN
28,18.69,Mexico,female,EN
20,19.04,Mexico,male,EN
25,18.36,Mexico,male,EN
23,18.98,Mexico,male,EN
28,18.61,Mexico,male,EN
23,18.84,Mexico,male,EN
28,18.81,Mexico,female,EN
22,18.72,Mexico,male,EN
18,19.31,Mexico,female,EN
25,18.47,Mexico,female,EN
21,19.41,Mexico,male,EN
23,18.96,Mexico,male,EN
27,19.32,Mexico,female,EN
25,18.76,Mexico,female,EN
20,18.64,Mexico,male,EN
28,18.79,Mexico,female,EN
22,19.33,Mexico,male,EN
20,18.23,Mexico,male,EN
20,19.99,Mexico,female,EN
26,19.39,Mexico,male,EN
19,18.27,Mexico,male,EN
26,18.41,Mexico,male,EN
27,18.69,Mexico,female,EN
22,18.47,Mexico,female,EN
21,19.10,Mexico,male,EN
24,18.51,Mexico,male,EN
22,18.75,Mexico,female,EN
30,18.57,Mexico,female,EN
20,19.52,Mexico,female,EN
20,18.92,Mexico,male,EN
12,19.44,Mexico,male,EN
22,18.54,Mexico,female,EN
22,18.78,Mexico,female,EN
28,18.97,Mexico,female,EN
23,18.29,Mexico,male,EN
15,18.51,Mexico,female,EN
25,18.58,Mexico,female,EN
16,18.00,Mexico,male,EN
21,17.27,Mexico,female,EN
24,18.87,Mexico,male,EN
20,18.41,Mexico,female,EN
20,20.31,Mexico,female,EN
25,19.23,Mexico,female,EN
28,19.21,Mexico,male,EN
20,18.90,Mexico,female,EN
19,20.48,Mexico,female,EN
27,19.15,Mexico,female,EN
27,20.06,Mexico,male,EN
26,19.89,Mexico,male,EN
27,20.00,Mexico,male,EN
23,19.48,Mexico,female,EN
26,18.95,Mexico,male,EN
24,18.93,Mexico,female,EN
20,19.39,Mexico,male,EN
24,19.04,Mexico,female,EN
21,18.71,Mexico,male,EN
19,19.64,Mexico,male,EN
23,18.33,Mexico,male,EN
20,18.67,Mexico,female,EN
26,18.34,Mexico,male,EN
23,19.49,Mexico,male,EN
22,19.25,Mexico,male,EN
22,19.98,Mexico,male,EN
18,18.94,Mexico,male,EN
20,18.89,Mexico,male,EN
27,20.32,Mexico,female,EN
16,20.60,Mexico,male,EN
26,18.67,Mexico,female,EN
23,19.12,Mexico,male,EN
21,18.51,Mexico,male,EN
20,19.07,Mexico,male,EN
28,19.67,Mexico,male,EN
25,20.26,Mexico,male,EN
26,18.97,Mexico,female,EN
19,21.72,Mexico,male,EN
21,Mexico,Mexico,female,EN
22,19.41,Mexico,male,EN
27,19.44,Mexico,male,EN
22,20.43,Mexico,female,EN
23,18.61,Mexico,male,EN
23,18.87,Mexico,male,EN
29,18.79,Mexico,female,EN
22,18.60,Mexico,female,EN
27,18.52,Mexico,male,EN
29,18.90,Mexico,female,EN
22,19.03,Mexico,male,EN
19,18.54,Mexico,female,EN
16,18.40,Mexico,female,EN
20,19.00,Mexico,female,EN
23,18.79,Mexico,female,EN
23,19.51,Mexico,male,EN
21,18.70,Mexico,female,EN
24,18.81,Mexico,male,EN
27,19.29,Mexico,female,EN
32,19.32,Mexico,female,EN
28,19.27,Mexico,male,EN
25,19.54,Mexico,female,EN
20,18.96,Mexico,male,EN
22,18.66,Mexico,female,EN
27,18.66,Mexico,female,EN
28,18.76,Mexico,male,EN
19,18.85,Mexico,male,EN
27,18.74,Mexico,male,EN
20,19.10,Mexico,male,EN
17,19.29,Mexico,male,EN
29,18.89,Mexico,female,EN
24,19.42,Mexico,male,EN
30,19.44,Mexico,female,EN
21,18.50,Mexico,female,EN
23,18.59,Mexico,female,EN
20,19.33,Mexico,male,EN
29,19.78,Mexico,male,EN
18,19.47,Mexico,male,EN
29,19.10,Mexico,female,EN
20,18.61,Mexico,female,EN
28,18.53,Mexico,male,EN
21,18.67,Mexico,female,EN
24,19.44,Mexico,male,EN
24,19.06,Mexico,female,EN
29,19.14,Mexico,female,EN
29,18.78,Mexico,female,EN
23,19.61,Mexico,female,EN
21,18.27,Mexico,female,EN
24,19.35,Mexico,male,EN
26,18.84,Mexico,female,EN
20,19.44,Mexico,male,EN
27,18.92,Mexico,female,EN
18,18.32,Mexico,female,EN
21,20.20,Mexico,male,EN
18,19.06,Mexico,male,EN
23,19.57,Mexico,female,EN
22,19.84,Mexico,female,EN
20,18.46,South America,male,EN
18,19.15,Mexico,female,EN
32,19.20,Mexico,female,EN
23,26.05,Mexico,male,EN
31,20.45,Mexico,female,EN
22,19.29,Mexico,female,EN
25,19.50,Mexico,male,EN
18,18.68,Mexico,female,EN
26,18.28,Mexico,male,EN
22,18.37,South America,female,EN
21,19.77,Mexico,male,EN
20,18.69,Mexico,male,EN
30,18.84,Mexico,female,EN
19,19.42,Mexico,female,EN
18,23.25,Mexico,male,EN
23,22.90,Mexico,male,EN
20,21.59,Mexico,female,EN
21,21.70,Mexico,male,EN
26,21.09,Mexico,male,EN
16,20.41,Mexico,female,EN
20,20.57,Mexico,female,EN
25,21.01,Mexico,male,EN
22,20.15,Mexico,female,EN
18,20.16,Mexico,male,EN
25,20.38,Mexico,male,EN
17,19.57,Mexico,male,EN
21,20.32,Mexico,male,EN
17,20.78,Mexico,female,EN
20,19.98,Mexico,male,EN
16,21.07,Mexico,male,EN
19,20.75,Mexico,female,EN
19,19.78,Mexico,male,EN
18,20.35,Mexico,male,EN
16,20.40,Mexico,female,EN
26,20.39,Mexico,male,EN
24,20.40,Mexico,male,EN
24,20.82,Mexico,male,EN
13,19.38,Mexico,male,EN
22,18.84,Mexico,male,EN
20,19.29,Mexico,male,EN
16,19.75,Mexico,male,EN
19,19.37,Mexico,male,EN
14,19.32,Mexico,male,EN
21,20.00,Mexico,female,EN
25,18.75,Mexico,female,EN
18,19.84,Mexico,female,EN
27,19.76,Mexico,female,EN
25,18.69,Mexico,female,EN
17,19.56,Mexico,female,EN
