clave.uf,nombre.uf,disciplina,unidades,creditos,horas.clase,horas.laboratorio,horas.atencion
MA1033,Análisis de ecuaciones diferenciales,MA,2.7,1,3,0,4
WKIN1001S,Semana 18 Ingeniería-1,WK,0,0,0,0,20
MA1027,Razonamiento matemático,MA,2.7,1,3,0,4
MA1027,Razonamiento matemático,MA,2.7,1,3,0,4
MA1030,Modelación matricial,MA,2.7,1,3,0,4
MA1031,Análisis estadístico,MA,2.7,1,3,0,4
WKIN1001S,Semana 18 Ingeniería-1,WK,0,0,0,0,20
F1001B,Modelación de la ingeniería y ciencias,F,8,3,9,0,12
F1006B,Modelación del movimiento en ingeniería,F,8,3,9,0,12
F1007B,Aplicación de las leyes de conservación en sistemas ingenieriles,F,8,3,9,0,12
WKIN1001S,Semana 18 Ingeniería-1,WK,0,0,0,0,20
F1006B,Modelación del movimiento en ingeniería,F,8,3,9,0,12
F1001B,Modelación de la ingeniería y ciencias,F,8,3,9,0,12
F1006B,Modelación del movimiento en ingeniería,F,8,3,9,0,12
F1007B,Aplicación de las leyes de conservación en sistemas ingenieriles,F,8,3,9,0,12
F1008B,Modelación del movimiento en ciencias,F,8,3,9,0,12
F2004B,Aplicación de las fuentes alternas de energía,F,10.7,4,12,0,16
MA1027,Razonamiento matemático,MA,2.7,1,3,0,4
MA1027,Razonamiento matemático,MA,2.7,1,3,0,4
MA1028,Modelación matemática fundamental,MA,5.3,2,3,0,4
MA1028,Modelación matemática fundamental,MA,5.3,2,3,0,4
MA1034,Modelación de procesos mediante algebra lineal,MA,2.7,1,3,0,4
MA1034,Modelación de procesos mediante algebra lineal,MA,2.7,1,3,0,4
MA1027,Razonamiento matemático,MA,2.7,1,3,0,4
MA1027,Razonamiento matemático,MA,2.7,1,3,0,4
MA1028,Modelación matemática fundamental,MA,5.3,2,3,0,4
MA1028,Modelación matemática fundamental,MA,5.3,2,3,0,4
WKIN1001S,Semana 18 Ingeniería-1,WK,0,0,0,0,20
MA1042,Matemáticas y ciencia de datos para la toma de decisiones,MA,8,3,3,0,4
MA1042,Matemáticas y ciencia de datos para la toma de decisiones,MA,8,3,3,0,4
MA1042,Matemáticas y ciencia de datos para la toma de decisiones,MA,8,3,3,0,4
MA1042,Matemáticas y ciencia de datos para la toma de decisiones,MA,8,3,3,0,4
MA1001B,Modelación estadística para la toma de decisiones,MA,8,3,9,0,12
MA1001B,Modelación estadística para la toma de decisiones,MA,8,3,9,0,12
MA1001B,Modelación estadística para la toma de decisiones,MA,8,3,9,0,12
MA1001B,Modelación estadística para la toma de decisiones,MA,8,3,9,0,12
MA2004B,Optimización estocástica,MA,10.7,4,12,0,16
MA1042,Matemáticas y ciencia de datos para la toma de decisiones,MA,8,3,3,0,4
TC2005S,Computación cuántica para todos,TC,0,0,0,0,20
F1001B,Modelación de la ingeniería y ciencias,F,8,3,9,0,12
WKIN1001S,Semana 18 Ingeniería-1,WK,0,0,0,0,20
WKIT1001S,EVALUACIÓN ETAPA INICIAL - IIT,WK,0,0,0,0,20
F1001B,Modelación de la ingeniería y ciencias,F,8,3,9,0,12
F1001B,Modelación de la ingeniería y ciencias,F,8,3,9,0,12
F1001B,Modelación de la ingeniería y ciencias,F,8,3,9,0,12
F1001B,Modelación de la ingeniería y ciencias,F,8,3,9,0,12
F1004B,Modelación computacional del movimiento,F,8,3,9,0,12
F1006B,Modelación del movimiento en ingeniería,F,8,3,9,0,12
F1007B,Aplicación de las leyes de conservación en sistemas ingenieriles,F,8,3,9,0,12
F1007B,Aplicación de las leyes de conservación en sistemas ingenieriles,F,8,3,9,0,12
F1007B,Aplicación de las leyes de conservación en sistemas ingenieriles,F,8,3,9,0,12
MA1031,Análisis estadístico,MA,2.7,1,3,0,4
MA2003B,Aplicación de métodos multivariados en ciencia de datos,MA,10.7,4,12,0,16
MA2003B,Aplicación de métodos multivariados en ciencia de datos,MA,10.7,4,12,0,16
MA2003B,Aplicación de métodos multivariados en ciencia de datos,MA,10.7,4,12,0,16
WKCT1001S,EVALUACIÓN ETAPA INICIAL - ICT,WK,0,0,0,0,20
WKIT1001S,EVALUACIÓN ETAPA INICIAL - IIT,WK,0,0,0,0,20
F1001B,Modelación de la ingeniería y ciencias,F,8,3,9,0,12
F1001B,Modelación de la ingeniería y ciencias,F,8,3,9,0,12
F1004B,Modelación computacional del movimiento,F,8,3,9,0,12
F1005B,Modelación computacional aplicando leyes de conservación,F,8,3,9,0,12
F1006B,Modelación del movimiento en ingeniería,F,8,3,9,0,12
F1007B,Aplicación de las leyes de conservación en sistemas ingenieriles,F,8,3,9,0,12
WKIN1001S,Semana 18 Ingeniería-1,WK,0,0,0,0,20
WKIN1001S,Semana 18 Ingeniería-1,WK,0,0,0,0,20
F1002B,Modelación del movimiento en bioingeniería y procesos químicos,F,8,3,9,0,12
F1002B,Modelación del movimiento en bioingeniería y procesos químicos,F,8,3,9,0,12
F1003B,Aplicación de las leyes de conservación en ingeniería de procesos,F,8,3,9,0,12
F1003B,Aplicación de las leyes de conservación en ingeniería de procesos,F,8,3,9,0,12
F1004B,Modelación computacional del movimiento,F,8,3,9,0,12
F1004B,Modelación computacional del movimiento,F,8,3,9,0,12
F1005B,Modelación computacional aplicando leyes de conservación,F,8,3,9,0,12
WKIT1001S,EVALUACIÓN ETAPA INICIAL - IIT,WK,0,0,0,0,20
MA1029,Modelación matemática intermedia,MA,5.3,2,3,0,4
MA1029,Modelación matemática intermedia,MA,5.3,2,3,0,4
MA1029,Modelación matemática intermedia,MA,5.3,2,3,0,4
MA1030,Modelación matricial,MA,2.7,1,3,0,4
MA1030,Modelación matricial,MA,2.7,1,3,0,4
MA1030,Modelación matricial,MA,2.7,1,3,0,4
MA1024,Pensamiento matemático II,MA,2.7,1,3,0,4
MA1024,Pensamiento matemático II,MA,2.7,1,3,0,4
MA1024,Pensamiento matemático II,MA,2.7,1,3,0,4
F1001B,Modelación de la ingeniería y ciencias,F,8,3,9,0,12
F1001B,Modelación de la ingeniería y ciencias,F,8,3,9,0,12
F1006B,Modelación del movimiento en ingeniería,F,8,3,9,0,12
F1006B,Modelación del movimiento en ingeniería,F,8,3,9,0,12
F1007B,Aplicación de las leyes de conservación en sistemas ingenieriles,F,8,3,9,0,12
F1007B,Aplicación de las leyes de conservación en sistemas ingenieriles,F,8,3,9,0,12
WKIN1001S,Semana 18 Ingeniería-1,WK,0,0,0,0,20
F1009,Análisis de métodos matemáticos para la física,F,8,3,3,0,4
F1009,Análisis de métodos matemáticos para la física,F,8,3,3,0,4
MA1022,Pensamiento matemático I,MA,8,3,3,0,4
MA1026,Pensamiento matemático III,MA,5.3,2,3,0,4
MA1026,Pensamiento matemático III,MA,5.3,2,3,0,4
MA1028,Modelación matemática fundamental,MA,5.3,2,3,0,4
WKIN1001S,Semana 18 Ingeniería-1,WK,0,0,0,0,20
F1001B,Modelación de la ingeniería y ciencias,F,8,3,9,0,12
F1001B,Modelación de la ingeniería y ciencias,F,8,3,9,0,12
F1001B,Modelación de la ingeniería y ciencias,F,8,3,9,0,12
F1006B,Modelación del movimiento en ingeniería,F,8,3,9,0,12
F1006B,Modelación del movimiento en ingeniería,F,8,3,9,0,12
F1007B,Aplicación de las leyes de conservación en sistemas ingenieriles,F,8,3,9,0,12
F1007B,Aplicación de las leyes de conservación en sistemas ingenieriles,F,8,3,9,0,12
F1007B,Aplicación de las leyes de conservación en sistemas ingenieriles,F,8,3,9,0,12
MA2005B,Aplicación de criptografía y seguridad,MA,10.7,4,12,0,16
MA2005B,Aplicación de criptografía y seguridad,MA,10.7,4,12,0,16
MA2005B,Aplicación de criptografía y seguridad,MA,10.7,4,12,0,16
MA2005B,Aplicación de criptografía y seguridad,MA,10.7,4,12,0,16
MA2005B,Aplicación de criptografía y seguridad,MA,10.7,4,12,0,16
WKCT1001S,EVALUACIÓN ETAPA INICIAL - ICT,WK,0,0,0,0,20
F1001B,Modelación de la ingeniería y ciencias,F,8,3,9,0,12
WKCT1001S,EVALUACIÓN ETAPA INICIAL - ICT,WK,0,0,0,0,20
F1004B,Modelación computacional del movimiento,F,8,3,9,0,12
F1004B,Modelación computacional del movimiento,F,8,3,9,0,12
F1005B,Modelación computacional aplicando leyes de conservación,F,8,3,9,0,12
F1005B,Modelación computacional aplicando leyes de conservación,F,8,3,9,0,12
F1008B,Modelación del movimiento en ciencias,F,8,3,9,0,12
F1009B,Aplicación de las leyes de conservación en ciencias,F,8,3,9,0,12
MA1028,Modelación matemática fundamental,MA,5.3,2,3,0,4
F2010B,Fundamentos de la acústica,F,8,3,9,0,12
F1001B,Modelación de la ingeniería y ciencias,F,8,3,9,0,12
F1001B,Modelación de la ingeniería y ciencias,F,8,3,9,0,12
F1001B,Modelación de la ingeniería y ciencias,F,8,3,9,0,12
F1001B,Modelación de la ingeniería y ciencias,F,8,3,9,0,12
WKIN1001S,Semana 18 Ingeniería-1,WK,0,0,0,0,20
F1004B,Modelación computacional del movimiento,F,8,3,9,0,12
F1006B,Modelación del movimiento en ingeniería,F,8,3,9,0,12
F1007B,Aplicación de las leyes de conservación en sistemas ingenieriles,F,8,3,9,0,12
F1008B,Modelación del movimiento en ciencias,F,8,3,9,0,12
F1009B,Aplicación de las leyes de conservación en ciencias,F,8,3,9,0,12
MA1027,Razonamiento matemático,MA,2.7,1,3,0,4
MA1027,Razonamiento matemático,MA,2.7,1,3,0,4
MA1027,Razonamiento matemático,MA,2.7,1,3,0,4
MA1027,Razonamiento matemático,MA,2.7,1,3,0,4
MA1027,Razonamiento matemático,MA,2.7,1,3,0,4
MA1027,Razonamiento matemático,MA,2.7,1,3,0,4
WKIT1001S,EVALUACIÓN ETAPA INICIAL - IIT,WK,0,0,0,0,20
Q1024,Aplicación del análisis químico,Q,2.7,1,3,0,4
Q1024,Aplicación del análisis químico,Q,2.7,1,3,0,4
Q1025,Experimentación en química analítica,Q,2.7,1,3,0,4
Q1025,Experimentación en química analítica,Q,2.7,1,3,0,4
Q1025,Experimentación en química analítica,Q,2.7,1,3,0,4
Q1026,Análisis estructural de moléculas orgánicas y sus propiedades,Q,5.3,2,3,0,4
Q1026,Análisis estructural de moléculas orgánicas y sus propiedades,Q,5.3,2,3,0,4
Q1028,Fundamentación de la estructura y transformación de la materia,Q,2.7,1,3,0,4
Q1028,Fundamentación de la estructura y transformación de la materia,Q,2.7,1,3,0,4
Q1029,Análisis de la estructura y transformación de la materia,Q,2.7,1,3,0,4
Q1029,Análisis de la estructura y transformación de la materia,Q,2.7,1,3,0,4
WKIN1001S,Semana 18 Ingeniería-1,WK,0,0,0,0,20
Q1028,Fundamentación de la estructura y transformación de la materia,Q,2.7,1,3,0,4
Q1029,Análisis de la estructura y transformación de la materia,Q,2.7,1,3,0,4
WKIN1001S,Semana 18 Ingeniería-1,WK,0,0,0,0,20
NN2009,Proyectos de vinculación U-LEAD con enfoque en Ingeniería y Ciencias,NN,0,0,0,0,0
WKIN1001S,Semana 18 Ingeniería-1,WK,0,0,0,0,20
WKIT1001S,EVALUACIÓN ETAPA INICIAL - IIT,WK,0,0,0,0,20
MA1001B,Modelación estadística para la toma de decisiones,MA,8,3,9,0,12
MA1001B,Modelación estadística para la toma de decisiones,MA,8,3,9,0,12
MA1001B,Modelación estadística para la toma de decisiones,MA,8,3,9,0,12
MA1001B,Modelación estadística para la toma de decisiones,MA,8,3,9,0,12
MA1025,Métodos cuantitativos II,MA,2.7,1,3,0,4
MA1025,Métodos cuantitativos II,MA,2.7,1,3,0,4
MA1025,Métodos cuantitativos II,MA,2.7,1,3,0,4
MA1048,Análisis de fenómenos en el ambiente construido con probabilidad y estadística,MA,5.3,2,3,0,4
F1001B,Modelación de la ingeniería y ciencias,F,8,3,9,0,12
F1001B,Modelación de la ingeniería y ciencias,F,8,3,9,0,12
MA1028,Modelación matemática fundamental,MA,5.3,2,3,0,4
MA1028,Modelación matemática fundamental,MA,5.3,2,3,0,4
MA1028,Modelación matemática fundamental,MA,5.3,2,3,0,4
MA1034,Modelación de procesos mediante algebra lineal,MA,2.7,1,3,0,4
MA1034,Modelación de procesos mediante algebra lineal,MA,2.7,1,3,0,4
MA1036,Fundamentación del álgebra lineal,MA,2.7,1,3,0,4
MA1036,Fundamentación del álgebra lineal,MA,2.7,1,3,0,4
MA1027,Razonamiento matemático,MA,2.7,1,3,0,4
MA1027,Razonamiento matemático,MA,2.7,1,3,0,4
MA1027,Razonamiento matemático,MA,2.7,1,3,0,4
MA1027,Razonamiento matemático,MA,2.7,1,3,0,4
MA1028,Modelación matemática fundamental,MA,5.3,2,3,0,4
MA1033,Análisis de ecuaciones diferenciales,MA,2.7,1,3,0,4
MA1035,Modelación en ingeniería mediante sistemas dinámicos,MA,5.3,2,3,0,4
F1001B,Modelación de la ingeniería y ciencias,F,8,3,9,0,12
F1008B,Modelación del movimiento en ciencias,F,8,3,9,0,12
MA1022,Pensamiento matemático I,MA,8,3,3,0,4
MA1022,Pensamiento matemático I,MA,8,3,3,0,4
MA1026,Pensamiento matemático III,MA,5.3,2,3,0,4
MA1027,Razonamiento matemático,MA,2.7,1,3,0,4
F1001B,Modelación de la ingeniería y ciencias,F,8,3,9,0,12
F1001B,Modelación de la ingeniería y ciencias,F,8,3,9,0,12
F1001B,Modelación de la ingeniería y ciencias,F,8,3,9,0,12
F1001B,Modelación de la ingeniería y ciencias,F,8,3,9,0,12
F1001B,Modelación de la ingeniería y ciencias,F,8,3,9,0,12
F1002B,Modelación del movimiento en bioingeniería y procesos químicos,F,8,3,9,0,12
F1002B,Modelación del movimiento en bioingeniería y procesos químicos,F,8,3,9,0,12
F1003B,Aplicación de las leyes de conservación en ingeniería de procesos,F,8,3,9,0,12
F1003B,Aplicación de las leyes de conservación en ingeniería de procesos,F,8,3,9,0,12
F1004B,Modelación computacional del movimiento,F,8,3,9,0,12
F1004B,Modelación computacional del movimiento,F,8,3,9,0,12
F1005B,Modelación computacional aplicando leyes de conservación,F,8,3,9,0,12
F1005B,Modelación computacional aplicando leyes de conservación,F,8,3,9,0,12
F1005B,Modelación computacional aplicando leyes de conservación,F,8,3,9,0,12
F1008B,Modelación del movimiento en ciencias,F,8,3,9,0,12
WKIN1002S,Semana 18 Ingeniería-2,WK,0,0,0,0,20
MA1042,Matemáticas y ciencia de datos para la toma de decisiones,MA,8,3,3,0,4
MA1042,Matemáticas y ciencia de datos para la toma de decisiones,MA,8,3,3,0,4
MA1042,Matemáticas y ciencia de datos para la toma de decisiones,MA,8,3,3,0,4
F1001B,Modelación de la ingeniería y ciencias,F,8,3,9,0,12
F1001B,Modelación de la ingeniería y ciencias,F,8,3,9,0,12
F1006B,Modelación del movimiento en ingeniería,F,8,3,9,0,12
F1006B,Modelación del movimiento en ingeniería,F,8,3,9,0,12
F1007B,Aplicación de las leyes de conservación en sistemas ingenieriles,F,8,3,9,0,12
F1007B,Aplicación de las leyes de conservación en sistemas ingenieriles,F,8,3,9,0,12
MA1035,Modelación en ingeniería mediante sistemas dinámicos,MA,5.3,2,3,0,4
WKIT1001S,EVALUACIÓN ETAPA INICIAL - IIT,WK,0,0,0,0,20
MA1028,Modelación matemática fundamental,MA,5.3,2,3,0,4
MA1028,Modelación matemática fundamental,MA,5.3,2,3,0,4
MA1028,Modelación matemática fundamental,MA,5.3,2,3,0,4
MA1029,Modelación matemática intermedia,MA,5.3,2,3,0,4
MA1033,Análisis de ecuaciones diferenciales,MA,2.7,1,3,0,4
MA2005B,Aplicación de criptografía y seguridad,MA,10.7,4,12,0,16
WKIN1001S,Semana 18 Ingeniería-1,WK,0,0,0,0,20
WKCT1001S,EVALUACIÓN ETAPA INICIAL - ICT,WK,0,0,0,0,20
WKCT1001S,EVALUACIÓN ETAPA INICIAL - ICT,WK,0,0,0,0,20
F1001B,Modelación de la ingeniería y ciencias,F,8,3,9,0,12
WKIT1001S,EVALUACIÓN ETAPA INICIAL - IIT,WK,0,0,0,0,20
WKIT1001S,EVALUACIÓN ETAPA INICIAL - IIT,WK,0,0,0,0,20
F1001B,Modelación de la ingeniería y ciencias,F,8,3,9,0,12
F1006B,Modelación del movimiento en ingeniería,F,8,3,9,0,12
F1001B,Modelación de la ingeniería y ciencias,F,8,3,9,0,12
MA4007,Ecuaciones diferenciales parciales,MA,12,3,3,0,3
MA1028,Modelación matemática fundamental,MA,5.3,2,3,0,4
MA1028,Modelación matemática fundamental,MA,5.3,2,3,0,4
MA1035,Modelación en ingeniería mediante sistemas dinámicos,MA,5.3,2,3,0,4
MA1035,Modelación en ingeniería mediante sistemas dinámicos,MA,5.3,2,3,0,4
MA1036,Fundamentación del álgebra lineal,MA,2.7,1,3,0,4
MA1036,Fundamentación del álgebra lineal,MA,2.7,1,3,0,4
Q4001,Termodinámica de materiales,Q,12,3,3,0,3
MA3017,Estancia profesional,MA,48,18,18,0,24
Q2002B,Modelación de sistemas moleculares,Q,10.7,4,12,0,16
Q3029,Proyecto integrador en química y nanotecnología,Q,24,9,9,0,9
Q3029,Proyecto integrador en química y nanotecnología,Q,24,9,9,0,9
WKQ2001S,Semana 18 Enfoque INA-5,WK,0,0,0,0,20
F1001B,Modelación de la ingeniería y ciencias,F,8,3,9,0,12
F1001B,Modelación de la ingeniería y ciencias,F,8,3,9,0,12
F1001B,Modelación de la ingeniería y ciencias,F,8,3,9,0,12
WKIT1001S,EVALUACIÓN ETAPA INICIAL - IIT,WK,0,0,0,0,20
WKIN1001S,Semana 18 Ingeniería-1,WK,0,0,0,0,20
F1001B,Modelación de la ingeniería y ciencias,F,8,3,9,0,12
F1004B,Modelación computacional del movimiento,F,8,3,9,0,12
F1004B,Modelación computacional del movimiento,F,8,3,9,0,12
F1005B,Modelación computacional aplicando leyes de conservación,F,8,3,9,0,12
F1005B,Modelación computacional aplicando leyes de conservación,F,8,3,9,0,12
WKIN1001S,Semana 18 Ingeniería-1,WK,0,0,0,0,20
Q1029,Análisis de la estructura y transformación de la materia,Q,2.7,1,3,0,4
Q1029,Análisis de la estructura y transformación de la materia,Q,2.7,1,3,0,4
Q1029,Análisis de la estructura y transformación de la materia,Q,2.7,1,3,0,4
Q1028,Fundamentación de la estructura y transformación de la materia,Q,2.7,1,3,0,4
Q1028,Fundamentación de la estructura y transformación de la materia,Q,2.7,1,3,0,4
Q1029,Análisis de la estructura y transformación de la materia,Q,2.7,1,3,0,4
Q1029,Análisis de la estructura y transformación de la materia,Q,2.7,1,3,0,4
Q3026,Proyecto de investigación en química y nanotecnología,Q,8,3,3,0,3
Q3029,Proyecto integrador en química y nanotecnología,Q,24,9,9,0,9
Q3029,Proyecto integrador en química y nanotecnología,Q,24,9,9,0,9
F1006B,Modelación del movimiento en ingeniería,F,8,3,9,0,12
F1006B,Modelación del movimiento en ingeniería,F,8,3,9,0,12
F1006B,Modelación del movimiento en ingeniería,F,8,3,9,0,12
F1007B,Aplicación de las leyes de conservación en sistemas ingenieriles,F,8,3,9,0,12
F1007B,Aplicación de las leyes de conservación en sistemas ingenieriles,F,8,3,9,0,12
F1007B,Aplicación de las leyes de conservación en sistemas ingenieriles,F,8,3,9,0,12
MA1027,Razonamiento matemático,MA,2.7,1,3,0,4
MA1027,Razonamiento matemático,MA,2.7,1,3,0,4
MA1027,Razonamiento matemático,MA,2.7,1,3,0,4
Q1024,Aplicación del análisis químico,Q,2.7,1,3,0,4
Q1026,Análisis estructural de moléculas orgánicas y sus propiedades,Q,5.3,2,3,0,4
Q1026,Análisis estructural de moléculas orgánicas y sus propiedades,Q,5.3,2,3,0,4
Q1026,Análisis estructural de moléculas orgánicas y sus propiedades,Q,5.3,2,3,0,4
Q1027,Fundamentación de la estructura y propiedades de biomoléculas,Q,2.7,1,3,0,4
Q1027,Fundamentación de la estructura y propiedades de biomoléculas,Q,2.7,1,3,0,4
Q1027,Fundamentación de la estructura y propiedades de biomoléculas,Q,2.7,1,3,0,4
Q1028,Fundamentación de la estructura y transformación de la materia,Q,2.7,1,3,0,4
Q1029,Análisis de la estructura y transformación de la materia,Q,2.7,1,3,0,4
WKIN1001S,Semana 18 Ingeniería-1,WK,0,0,0,0,20
WKIT1001S,EVALUACIÓN ETAPA INICIAL - IIT,WK,0,0,0,0,20
F1001B,Modelación de la ingeniería y ciencias,F,8,3,9,0,12
F1001B,Modelación de la ingeniería y ciencias,F,8,3,9,0,12
F1001B,Modelación de la ingeniería y ciencias,F,8,3,9,0,12
WKIT1001S,EVALUACIÓN ETAPA INICIAL - IIT,WK,0,0,0,0,20
WKIT1001S,EVALUACIÓN ETAPA INICIAL - IIT,WK,0,0,0,0,20
MA1049,Herramientas básicas para la modelación de situaciones reales,MA,2.7,1,3,0,4
MA1049,Herramientas básicas para la modelación de situaciones reales,MA,2.7,1,3,0,4
MA1049,Herramientas básicas para la modelación de situaciones reales,MA,2.7,1,3,0,4
F1001S,Taller de escritura científica,F,0,0,0,0,20
MA1022,Pensamiento matemático I,MA,8,3,3,0,4
MA1025,Métodos cuantitativos II,MA,2.7,1,3,0,4
MA1026,Pensamiento matemático III,MA,5.3,2,3,0,4
MA1028,Modelación matemática fundamental,MA,5.3,2,3,0,4
MA1028,Modelación matemática fundamental,MA,5.3,2,3,0,4
MA1028,Modelación matemática fundamental,MA,5.3,2,3,0,4
MA1028,Modelación matemática fundamental,MA,5.3,2,3,0,4
MA1034,Modelación de procesos mediante algebra lineal,MA,2.7,1,3,0,4
MA1034,Modelación de procesos mediante algebra lineal,MA,2.7,1,3,0,4
WKIN1001S,Semana 18 Ingeniería-1,WK,0,0,0,0,20
NN2009,Proyectos de vinculación U-LEAD con enfoque en Ingeniería y Ciencias,NN,0,0,0,0,0
F1001B,Modelación de la ingeniería y ciencias,F,8,3,9,0,12
F1001B,Modelación de la ingeniería y ciencias,F,8,3,9,0,12
F1001B,Modelación de la ingeniería y ciencias,F,8,3,9,0,12
F1001B,Modelación de la ingeniería y ciencias,F,8,3,9,0,12
WKIN1001S,Semana 18 Ingeniería-1,WK,0,0,0,0,20
WKIN1002S,Semana 18 Ingeniería-2,WK,0,0,0,0,20
WKIT1001S,EVALUACIÓN ETAPA INICIAL - IIT,WK,0,0,0,0,20
WKIT1001S,EVALUACIÓN ETAPA INICIAL - IIT,WK,0,0,0,0,20
F1001B,Modelación de la ingeniería y ciencias,F,8,3,9,0,12
Q1028,Fundamentación de la estructura y transformación de la materia,Q,2.7,1,3,0,4
Q1028,Fundamentación de la estructura y transformación de la materia,Q,2.7,1,3,0,4
Q1028,Fundamentación de la estructura y transformación de la materia,Q,2.7,1,3,0,4
Q1029,Análisis de la estructura y transformación de la materia,Q,2.7,1,3,0,4
Q1029,Análisis de la estructura y transformación de la materia,Q,2.7,1,3,0,4
MA1042,Matemáticas y ciencia de datos para la toma de decisiones,MA,8,3,3,0,4
F1001B,Modelación de la ingeniería y ciencias,F,8,3,9,0,12
F1001B,Modelación de la ingeniería y ciencias,F,8,3,9,0,12
F1001B,Modelación de la ingeniería y ciencias,F,8,3,9,0,12
F1006B,Modelación del movimiento en ingeniería,F,8,3,9,0,12
F1007B,Aplicación de las leyes de conservación en sistemas ingenieriles,F,8,3,9,0,12
F1002B,Modelación del movimiento en bioingeniería y procesos químicos,F,8,3,9,0,12
F1002B,Modelación del movimiento en bioingeniería y procesos químicos,F,8,3,9,0,12
F1003B,Aplicación de las leyes de conservación en ingeniería de procesos,F,8,3,9,0,12
F1003B,Aplicación de las leyes de conservación en ingeniería de procesos,F,8,3,9,0,12
WKIN1001S,Semana 18 Ingeniería-1,WK,0,0,0,0,20
F1022B,Sistemas electromagnéticos para la construcción,F,8,3,9,0,12
MA1042,Matemáticas y ciencia de datos para la toma de decisiones,MA,8,3,3,0,4
Q3029,Proyecto integrador en química y nanotecnología,Q,24,9,9,0,9
Q3029,Proyecto integrador en química y nanotecnología,Q,24,9,9,0,9
WKCT1001S,EVALUACIÓN ETAPA INICIAL - ICT,WK,0,0,0,0,20
WKIN1001S,Semana 18 Ingeniería-1,WK,0,0,0,0,20
MA1014,Matemáticas II,MA,8,3,3,0,3
MA1016,Matemáticas I,MA,8,3,3,0,3
Q1028,Fundamentación de la estructura y transformación de la materia,Q,2.7,1,3,0,4
Q1028,Fundamentación de la estructura y transformación de la materia,Q,2.7,1,3,0,4
Q1028,Fundamentación de la estructura y transformación de la materia,Q,2.7,1,3,0,4
Q1028,Fundamentación de la estructura y transformación de la materia,Q,2.7,1,3,0,4
Q1028,Fundamentación de la estructura y transformación de la materia,Q,2.7,1,3,0,4
Q1028,Fundamentación de la estructura y transformación de la materia,Q,2.7,1,3,0,4
Q1029,Análisis de la estructura y transformación de la materia,Q,2.7,1,3,0,4
Q1029,Análisis de la estructura y transformación de la materia,Q,2.7,1,3,0,4
Q1029,Análisis de la estructura y transformación de la materia,Q,2.7,1,3,0,4
Q1029,Análisis de la estructura y transformación de la materia,Q,2.7,1,3,0,4
Q1029,Análisis de la estructura y transformación de la materia,Q,2.7,1,3,0,4
NN2009,Proyectos de vinculación U-LEAD con enfoque en Ingeniería y Ciencias,NN,0,0,0,0,0
F1001B,Modelación de la ingeniería y ciencias,F,8,3,9,0,12
F1002B,Modelación del movimiento en bioingeniería y procesos químicos,F,8,3,9,0,12
F1003B,Aplicación de las leyes de conservación en ingeniería de procesos,F,8,3,9,0,12
F2003B,Modelación numérica de sistemas físicos determinísticos,F,10.7,4,12,0,16
F2006B,Modelación numérica de sistemas estocásticos,F,10.7,4,12,0,16
F2006B,Modelación numérica de sistemas estocásticos,F,10.7,4,12,0,16
MA3014,Estancia de investigación,MA,48,18,18,0,24
F1001B,Modelación de la ingeniería y ciencias,F,8,3,9,0,12
F1001B,Modelación de la ingeniería y ciencias,F,8,3,9,0,12
F1006B,Modelación del movimiento en ingeniería,F,8,3,9,0,12
F1006B,Modelación del movimiento en ingeniería,F,8,3,9,0,12
WKIT1001S,EVALUACIÓN ETAPA INICIAL - IIT,WK,0,0,0,0,20
MA1033,Análisis de ecuaciones diferenciales,MA,2.7,1,3,0,4
MA1033,Análisis de ecuaciones diferenciales,MA,2.7,1,3,0,4
MA1033,Análisis de ecuaciones diferenciales,MA,2.7,1,3,0,4
MA1035,Modelación en ingeniería mediante sistemas dinámicos,MA,5.3,2,3,0,4
MA1035,Modelación en ingeniería mediante sistemas dinámicos,MA,5.3,2,3,0,4
MA1035,Modelación en ingeniería mediante sistemas dinámicos,MA,5.3,2,3,0,4
MA1035,Modelación en ingeniería mediante sistemas dinámicos,MA,5.3,2,3,0,4
MA1035,Modelación en ingeniería mediante sistemas dinámicos,MA,5.3,2,3,0,4
MA3001B,Desarrollo de proyectos de ingeniería matemática,MA,32,12,18,0,24
MA3001B,Desarrollo de proyectos de ingeniería matemática,MA,32,12,18,0,24
MA3001B,Desarrollo de proyectos de ingeniería matemática,MA,32,12,18,0,24
WKMA3002S,Evaluación Etapa Final - IDM,WK,0,0,0,0,20
F1002B,Modelación del movimiento en bioingeniería y procesos químicos,F,8,3,9,0,12
F1003B,Aplicación de las leyes de conservación en ingeniería de procesos,F,8,3,9,0,12
F1006B,Modelación del movimiento en ingeniería,F,8,3,9,0,12
F1006B,Modelación del movimiento en ingeniería,F,8,3,9,0,12
F1007B,Aplicación de las leyes de conservación en sistemas ingenieriles,F,8,3,9,0,12
F1007B,Aplicación de las leyes de conservación en sistemas ingenieriles,F,8,3,9,0,12
F1006B,Modelación del movimiento en ingeniería,F,8,3,9,0,12
F1006B,Modelación del movimiento en ingeniería,F,8,3,9,0,12
F1006B,Modelación del movimiento en ingeniería,F,8,3,9,0,12
F1006B,Modelación del movimiento en ingeniería,F,8,3,9,0,12
F1006B,Modelación del movimiento en ingeniería,F,8,3,9,0,12
F1007B,Aplicación de las leyes de conservación en sistemas ingenieriles,F,8,3,9,0,12
F1007B,Aplicación de las leyes de conservación en sistemas ingenieriles,F,8,3,9,0,12
